Fiscal Year,Fiscal Quarter,Fiscal Period,FSLine Statement L1,FSLine Statement L2,Product,Country,Currency,Amount in Local Currency,Amount in USD,Version
2021,Q2,2021-04,OPEX,Headcount Expenses,Product A,Germany,EUR,117517.07,129268.78,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product A,Germany,EUR,23375.24,25712.76,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product A,Germany,EUR,39427.53,43370.28,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product A,Germany,EUR,80176.53,88194.18,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product A,Germany,EUR,38613.4,42474.74,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Germany,EUR,5917.34,6509.08,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product A,Germany,EUR,6841.2,7525.32,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product A,Germany,EUR,2494.66,2744.13,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product B,Germany,EUR,41735.78,45909.36,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product B,Germany,EUR,84296.18,92725.8,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product B,Germany,EUR,26348.29,28983.12,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product B,Germany,EUR,295665.0,325231.5,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product B,Germany,EUR,-10974.46,-12071.91,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product B,Germany,EUR,967.43,1064.17,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product B,Germany,EUR,29471.31,32418.44,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product B,Germany,EUR,75754.0,83329.4,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product B,Germany,EUR,21733.84,23907.23,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product B,Germany,EUR,18976.19,20873.81,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product B,Germany,EUR,50202.22,55222.45,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product B,Germany,EUR,26450.32,29095.35,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Germany,EUR,-435.58,-479.13,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product B,Germany,EUR,7448.4,8193.24,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product B,Germany,EUR,4376.28,4813.9,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product C,Germany,EUR,43419.7,47761.67,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product C,Germany,EUR,83916.79,92308.47,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product C,Germany,EUR,16818.1,18499.91,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product C,Germany,EUR,234195.79,257615.37,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product C,Germany,EUR,-16951.82,-18647.0,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product C,Germany,EUR,2789.76,3068.74,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product C,Germany,EUR,25325.11,27857.62,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product C,Germany,EUR,93320.94,102653.03,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product C,Germany,EUR,9362.18,10298.39,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product C,Germany,EUR,35496.54,39046.19,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product C,Germany,EUR,32748.18,36023.0,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product C,Germany,EUR,31800.69,34980.76,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Germany,EUR,2455.56,2701.11,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product C,Germany,EUR,4162.24,4578.47,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product C,Germany,EUR,1945.1,2139.61,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product D,Germany,EUR,21317.1,23448.81,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product D,Germany,EUR,61302.36,67432.59,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product D,Germany,EUR,13012.39,14313.63,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product D,Germany,EUR,246430.47,271073.51,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product D,Germany,EUR,-6133.62,-6746.98,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product D,Germany,EUR,1033.99,1137.39,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product D,Germany,EUR,21264.32,23390.75,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product D,Germany,EUR,40619.76,44681.74,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product D,Germany,EUR,8678.8,9546.69,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product D,Germany,EUR,15639.09,17203.0,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product D,Germany,EUR,28353.83,31189.22,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product D,Germany,EUR,22688.51,24957.37,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Germany,EUR,-3341.69,-3675.86,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product D,Germany,EUR,3613.29,3974.62,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product D,Germany,EUR,1937.65,2131.42,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product A,Japan,JPY,36177.53,325.6,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product A,Japan,JPY,94681.87,852.14,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product A,Japan,JPY,32929.04,296.36,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product A,Japan,JPY,297169.55,2674.53,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product A,Japan,JPY,-12548.07,-112.93,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product A,Japan,JPY,-1404.17,-12.64,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product A,Japan,JPY,19665.08,176.99,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product A,Japan,JPY,77637.04,698.73,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product A,Japan,JPY,16182.71,145.64,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product A,Japan,JPY,31171.74,280.55,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product A,Japan,JPY,34393.81,309.54,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product A,Japan,JPY,31719.55,285.48,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Japan,JPY,630.37,5.67,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product A,Japan,JPY,3347.32,30.13,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product A,Japan,JPY,2996.26,26.97,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product B,Japan,JPY,31165.46,280.49,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product B,Japan,JPY,83710.18,753.39,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product B,Japan,JPY,16846.27,151.62,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product B,Japan,JPY,270166.77,2431.5,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product B,Japan,JPY,-6036.18,-54.33,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product B,Japan,JPY,2305.92,20.75,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product B,Japan,JPY,31078.28,279.7,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product B,Japan,JPY,73604.45,662.44,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product B,Japan,JPY,12343.3,111.09,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product B,Japan,JPY,30744.57,276.7,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product B,Japan,JPY,33092.47,297.83,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product B,Japan,JPY,27074.97,243.67,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Japan,JPY,-47.7,-0.43,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product B,Japan,JPY,4611.95,41.51,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product B,Japan,JPY,1928.54,17.36,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product C,Japan,JPY,26164.52,235.48,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product C,Japan,JPY,60181.06,541.63,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product C,Japan,JPY,15529.98,139.77,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product C,Japan,JPY,238991.41,2150.92,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product C,Japan,JPY,-10985.17,-98.87,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product C,Japan,JPY,-525.87,-4.73,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product C,Japan,JPY,14413.29,129.72,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product C,Japan,JPY,47558.79,428.03,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product C,Japan,JPY,18442.7,165.98,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product C,Japan,JPY,29456.56,265.11,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product C,Japan,JPY,42152.89,379.38,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product C,Japan,JPY,22833.75,205.5,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Japan,JPY,2022.87,18.21,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product C,Japan,JPY,2120.43,19.08,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product C,Japan,JPY,1979.22,17.81,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product D,Japan,JPY,26632.96,239.7,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product D,Japan,JPY,49037.95,441.34,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product D,Japan,JPY,9986.64,89.88,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product D,Japan,JPY,173594.45,1562.35,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product D,Japan,JPY,-9606.13,-86.46,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product D,Japan,JPY,-802.37,-7.22,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product D,Japan,JPY,13431.17,120.88,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product D,Japan,JPY,55604.97,500.44,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product D,Japan,JPY,13396.92,120.57,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product D,Japan,JPY,19586.9,176.28,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product D,Japan,JPY,21335.89,192.02,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product D,Japan,JPY,14255.84,128.3,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Japan,JPY,-2374.01,-21.37,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product D,Japan,JPY,3067.99,27.61,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product D,Japan,JPY,1784.98,16.06,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product A,United Kingdom,GBP,48572.62,60715.77,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product A,United Kingdom,GBP,110987.14,138733.92,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product A,United Kingdom,GBP,22170.76,27713.44,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product A,United Kingdom,GBP,336106.71,420133.39,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product A,United Kingdom,GBP,-7625.05,-9531.32,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product A,United Kingdom,GBP,3230.99,4038.74,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product A,United Kingdom,GBP,38219.37,47774.22,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product A,United Kingdom,GBP,140013.59,175016.99,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product A,United Kingdom,GBP,28876.79,36095.99,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product A,United Kingdom,GBP,31073.18,38841.47,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product A,United Kingdom,GBP,56591.85,70739.81,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product A,United Kingdom,GBP,37632.37,47040.47,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,United Kingdom,GBP,6746.16,8432.7,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product A,United Kingdom,GBP,10158.82,12698.53,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product A,United Kingdom,GBP,1697.57,2121.96,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product B,United Kingdom,GBP,46245.08,57806.34,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product B,United Kingdom,GBP,100333.98,125417.48,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product B,United Kingdom,GBP,20121.36,25151.7,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product B,United Kingdom,GBP,307899.04,384873.8,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product B,United Kingdom,GBP,-13380.41,-16725.51,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product B,United Kingdom,GBP,-507.18,-633.97,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product B,United Kingdom,GBP,29837.55,37296.94,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product B,United Kingdom,GBP,57304.46,71630.57,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product B,United Kingdom,GBP,11272.86,14091.07,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product B,United Kingdom,GBP,13137.75,16422.18,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product B,United Kingdom,GBP,40287.05,50358.82,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product B,United Kingdom,GBP,32388.45,40485.56,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United Kingdom,GBP,2382.92,2978.65,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product B,United Kingdom,GBP,5467.74,6834.67,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product B,United Kingdom,GBP,2484.83,3106.04,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product C,United Kingdom,GBP,38080.71,47600.88,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product C,United Kingdom,GBP,71252.12,89065.15,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product C,United Kingdom,GBP,23865.53,29831.92,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product C,United Kingdom,GBP,287892.82,359866.02,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product C,United Kingdom,GBP,-12460.18,-15575.23,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product C,United Kingdom,GBP,-1441.47,-1801.83,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product C,United Kingdom,GBP,19753.82,24692.27,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product C,United Kingdom,GBP,82278.43,102848.03,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product C,United Kingdom,GBP,10860.1,13575.13,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product C,United Kingdom,GBP,21006.16,26257.7,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product C,United Kingdom,GBP,41668.34,52085.43,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product C,United Kingdom,GBP,19730.07,24662.59,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United Kingdom,GBP,-2799.28,-3499.11,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product C,United Kingdom,GBP,6299.16,7873.95,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product C,United Kingdom,GBP,2548.1,3185.12,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product D,United Kingdom,GBP,21295.47,26619.34,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product D,United Kingdom,GBP,58236.99,72796.24,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product D,United Kingdom,GBP,11759.72,14699.65,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product D,United Kingdom,GBP,159592.7,199490.88,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product D,United Kingdom,GBP,-5956.4,-7445.5,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product D,United Kingdom,GBP,96.21,120.26,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product D,United Kingdom,GBP,15320.38,19150.47,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product D,United Kingdom,GBP,51302.54,64128.17,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product D,United Kingdom,GBP,15318.2,19147.75,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product D,United Kingdom,GBP,22895.71,28619.64,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product D,United Kingdom,GBP,17613.74,22017.18,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product D,United Kingdom,GBP,15456.32,19320.4,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,United Kingdom,GBP,1634.04,2042.55,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product D,United Kingdom,GBP,4533.98,5667.48,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product D,United Kingdom,GBP,1521.16,1901.44,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product A,United States,USD,66999.67,66999.67,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product A,United States,USD,103633.67,103633.67,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product A,United States,USD,28405.57,28405.57,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product A,United States,USD,469873.7,469873.7,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product A,United States,USD,-17496.67,-17496.67,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product A,United States,USD,-3581.38,-3581.38,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product A,United States,USD,38942.46,38942.46,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product A,United States,USD,165660.05,165660.05,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product A,United States,USD,32281.03,32281.03,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product A,United States,USD,25033.92,25033.92,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product A,United States,USD,78970.29,78970.29,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product A,United States,USD,48230.21,48230.21,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,United States,USD,3206.1,3206.1,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product A,United States,USD,10605.23,10605.23,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product A,United States,USD,4067.95,4067.95,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product B,United States,USD,41628.29,41628.29,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product B,United States,USD,108882.36,108882.36,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product B,United States,USD,26237.02,26237.02,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product B,United States,USD,349424.37,349424.37,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product B,United States,USD,-9500.01,-9500.01,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product B,United States,USD,-2032.03,-2032.03,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product B,United States,USD,34380.26,34380.26,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product B,United States,USD,83927.76,83927.76,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product B,United States,USD,16142.85,16142.85,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product B,United States,USD,44735.05,44735.05,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product B,United States,USD,81383.96,81383.96,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product B,United States,USD,32546.61,32546.61,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United States,USD,4689.46,4689.46,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product B,United States,USD,7541.71,7541.71,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product B,United States,USD,2548.91,2548.91,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product C,United States,USD,32586.03,32586.03,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product C,United States,USD,73266.41,73266.41,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product C,United States,USD,20316.32,20316.32,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product C,United States,USD,322930.67,322930.67,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product C,United States,USD,-13441.06,-13441.06,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product C,United States,USD,-2453.86,-2453.86,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product C,United States,USD,26496.21,26496.21,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product C,United States,USD,87843.46,87843.46,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product C,United States,USD,15827.7,15827.7,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product C,United States,USD,18640.04,18640.04,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product C,United States,USD,46204.14,46204.14,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product C,United States,USD,29950.44,29950.44,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United States,USD,2057.62,2057.62,Actuals
